,Title,Date,Category,Tokens,Negative,Neutral,Positive,Compound,Month,Week
104,External Labor Migration Agency to transfer overseas employment functions to the private sector,2024-10-25,SOCIETY,"['external', 'labor', 'migration', 'agency', 'transfer', 'overseas', 'employment', 'functions', 'private', 'sector']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
109,Chinese investors to launch $200M industrial zone in Chirchiq,2024-10-25,SOCIETY,"['chinese', 'investors', 'launch', 'industrial', 'zone', 'chirchiq']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
102,"Yandex Uzbekistan expands with acquisition of Express24 assets, plans to build unified food delivery platform",2024-10-25,SOCIETY,"['yandex', 'uzbekistan', 'expands', 'acquisition', 'express', 'assets', 'plans', 'build', 'unified', 'food', 'delivery', 'platform']",0.0,0.612,0.388,0.5719,2024-10,2024-10-21/2024-10-27
100,Afghanistan plans to boost oil production in Amu Darya Basin with new wells,2024-10-25,SOCIETY,"['afghanistan', 'plans', 'boost', 'oil', 'production', 'amu', 'darya', 'basin', 'new', 'wells']",0.0,0.63,0.37,0.5719,2024-10,2024-10-21/2024-10-27
99,UAE's Bond Investments acquires Poytakht Bank for $10 million,2024-10-25,SOCIETY,"['uaes', 'bond', 'investments', 'acquires', 'poytakht', 'bank', 'million']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
98,FM Saidov holds talks with OSCE officials ahead of parliamentary elections,2024-10-25,SOCIETY,"['fm', 'saidov', 'holds', 'talks', 'osce', 'officials', 'ahead', 'parliamentary', 'elections']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
97,Uzbekistan’s Senate ratifies ILO Convention on Paid Annual Leave,2024-10-25,SOCIETY,"['uzbekistans', 'senate', 'ratifies', 'ilo', 'convention', 'paid', 'annual', 'leave']",0.146,0.854,0.0,-0.0516,2024-10,2024-10-21/2024-10-27
95,President Mirziyoyev welcomes OSCE mission head amid pre-election preparations,2024-10-25,SOCIETY,"['president', 'mirziyoyev', 'welcomes', 'osce', 'mission', 'head', 'amid', 'preelection', 'preparations']",0.0,0.748,0.252,0.4019,2024-10,2024-10-21/2024-10-27
101,UzAgroInspection returns to Cabinet structure to strengthen agricultural oversight,2024-10-25,SOCIETY,"['uzagroinspection', 'returns', 'cabinet', 'structure', 'strengthen', 'agricultural', 'oversight']",0.0,0.723,0.277,0.3182,2024-10,2024-10-21/2024-10-27
96,Cardiovascular disease leads death causes in Uzbekistan’s 2024 mortality data,2024-10-25,SOCIETY,"['cardiovascular', 'disease', 'leads', 'death', 'causes', 'uzbekistans', 'mortality', 'data']",0.358,0.642,0.0,-0.5994,2024-10,2024-10-21/2024-10-27
88,Prison break: Six inmates escape Russian penal colony; four reportedly from Uzbekistan,2024-10-26,SOCIETY,"['prison', 'break', 'six', 'inmates', 'escape', 'russian', 'penal', 'colony', 'four', 'reportedly', 'uzbekistan']",0.236,0.643,0.121,-0.3818,2024-10,2024-10-21/2024-10-27
94,Komil Allamjonov survives assassination attempt,2024-10-26,SOCIETY,"['komil', 'allamjonov', 'survives', 'assassination', 'attempt']",0.494,0.506,0.0,-0.5994,2024-10,2024-10-21/2024-10-27
93,Average monthly salary in Uzbekistan rises above 5.1 million UZS,2024-10-26,SOCIETY,"['average', 'monthly', 'salary', 'uzbekistan', 'rises', 'million', 'uzs']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
92,Criminal case opened over assassination attempt on Komil Allamjonov,2024-10-26,SOCIETY,"['criminal', 'case', 'opened', 'assassination', 'attempt', 'komil', 'allamjonov']",0.593,0.407,0.0,-0.8074,2024-10,2024-10-21/2024-10-27
91,Several airlines change flight routes due to Iranian airspace closure,2024-10-26,SOCIETY,"['several', 'airlines', 'change', 'flight', 'routes', 'due', 'iranian', 'airspace', 'closure']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
90,Two more cotton clusters in Uzbekistan investigated for price manipulation,2024-10-26,SOCIETY,"['two', 'cotton', 'clusters', 'uzbekistan', 'investigated', 'price', 'manipulation']",0.268,0.732,0.0,-0.296,2024-10,2024-10-21/2024-10-27
89,Uzbekistan’s food delivery market deemed monopolized by Yandex Eats and Express24,2024-10-26,SOCIETY,"['uzbekistans', 'food', 'delivery', 'market', 'deemed', 'monopolized', 'yandex', 'eats', 'express']",0.192,0.808,0.0,-0.2263,2024-10,2024-10-21/2024-10-27
86,New Ambassador of Uzbekistan presents credentials to Swiss President,2024-10-26,SOCIETY,"['new', 'ambassador', 'uzbekistan', 'presents', 'credentials', 'swiss', 'president']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
85,Uzbekistan and Pakistan forge new business ties with $15 million in trade agreements,2024-10-26,SOCIETY,"['uzbekistan', 'pakistan', 'forge', 'new', 'business', 'ties', 'million', 'trade', 'agreements']",0.0,0.792,0.208,0.2732,2024-10,2024-10-21/2024-10-27
84,"Uzbekistan prioritizes global cooperation, BRICS membership not on the agenda – Sodiq Safoyev",2024-10-26,POLITICS,"['uzbekistan', 'prioritizes', 'global', 'cooperation', 'brics', 'membership', 'agenda', 'sodiq', 'safoyev']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
83,Uzbekistan to provide one-time utility subsidy for low-income families,2024-10-26,SOCIETY,"['uzbekistan', 'provide', 'onetime', 'utility', 'subsidy', 'lowincome', 'families']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
82,New Umrah licensing rules raise concerns of monopoly and rising costs in Uzbekistan,2024-10-26,POLITICS,"['new', 'umrah', 'licensing', 'rules', 'raise', 'concerns', 'monopoly', 'rising', 'costs', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
87,Malaysia’s Sunview Group to build 600 MW solar power stations in Uzbekistan,2024-10-26,SOCIETY,"['malaysias', 'sunview', 'group', 'build', 'mw', 'solar', 'power', 'stations', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-10,2024-10-21/2024-10-27
81,"Uzbekistan’s week in review: New flights, green initiatives, assassination attempt on Allamjonov and more",2024-10-27,SOCIETY,"['uzbekistans', 'week', 'review', 'new', 'flights', 'green', 'initiatives', 'assassination', 'attempt', 'allamjonov']",0.302,0.698,0.0,-0.5994,2024-10,2024-10-21/2024-10-27
75,Uzbekistan plans to boost textile exports to India,2024-10-28,SOCIETY,"['uzbekistan', 'plans', 'boost', 'textile', 'exports', 'india']",0.0,0.649,0.351,0.4019,2024-10,2024-10-28/2024-11-03
80,Parliamentary elections: Preliminary results released,2024-10-28,SOCIETY,"['parliamentary', 'elections', 'preliminary', 'results', 'released']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
73,WHO provides new diagnostic cameras to Syrdarya for early detection of diabetic retinopathy,2024-10-28,SOCIETY,"['provides', 'new', 'diagnostic', 'cameras', 'syrdarya', 'early', 'detection', 'diabetic', 'retinopathy']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
79,Uzbekistan appoints new ambassador to Afghanistan,2024-10-28,POLITICS,"['uzbekistan', 'appoints', 'new', 'ambassador', 'afghanistan']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
77,Three dead from carbon monoxide poisoning in Karakalpakstan,2024-10-28,SOCIETY,"['three', 'dead', 'carbon', 'monoxide', 'poisoning', 'karakalpakstan']",0.669,0.331,0.0,-0.8442,2024-10,2024-10-28/2024-11-03
76,"Foreign Affairs Minister Saidov meets ECO Secretary-General, discusses strengthening economic cooperation",2024-10-28,POLITICS,"['foreign', 'affairs', 'minister', 'saidov', 'meets', 'eco', 'secretarygeneral', 'discusses', 'strengthening', 'economic', 'cooperation']",0.0,0.758,0.242,0.4939,2024-10,2024-10-28/2024-11-03
74,Kyrgyzstan’s Ambassador to Uzbekistan relieved of duties,2024-10-28,POLITICS,"['kyrgyzstans', 'ambassador', 'uzbekistan', 'relieved', 'duties']",0.0,0.606,0.394,0.3818,2024-10,2024-10-28/2024-11-03
67,Turkmenistan suspends gas exports to Russia,2024-10-28,BUSINESS,"['turkmenistan', 'suspends', 'gas', 'exports', 'russia']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
72,Four suspects now in custody over assassination attempt on Komil Allamjonov ,2024-10-28,SOCIETY,"['four', 'suspects', 'custody', 'assassination', 'attempt', 'komil', 'allamjonov']",0.558,0.442,0.0,-0.743,2024-10,2024-10-28/2024-11-03
70,Customs officers intercept attempted smuggling of gold and Chinese coins at Tashkent airport,2024-10-28,SOCIETY,"['customs', 'officers', 'intercept', 'attempted', 'smuggling', 'gold', 'chinese', 'coins', 'tashkent', 'airport']",0.256,0.744,0.0,-0.4767,2024-10,2024-10-28/2024-11-03
69,Week-long autumn break in schools to start on Nov 4 – Ministry,2024-10-28,SOCIETY,"['weeklong', 'autumn', 'break', 'schools', 'start', 'nov', 'ministry']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
68,Police officer in Samarkand imprisoned for facilitating illegal gold operations,2024-10-28,SOCIETY,"['police', 'officer', 'samarkand', 'imprisoned', 'facilitating', 'illegal', 'gold', 'operations']",0.524,0.476,0.0,-0.765,2024-10,2024-10-28/2024-11-03
71,Uzbekistan’s birth rate decline linked to generational population changes,2024-10-28,SOCIETY,"['uzbekistans', 'birth', 'rate', 'decline', 'linked', 'generational', 'population', 'changes']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
66,Tuition fee payment deadline for first-year students extended to December 1,2024-10-28,POLITICS,"['tuition', 'fee', 'payment', 'deadline', 'firstyear', 'students', 'extended', 'december']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
78,"Uzbekistan warns citizens in Kazakhstan of adverse weather, urges caution on roads",2024-10-28,SOCIETY,"['uzbekistan', 'warns', 'citizens', 'kazakhstan', 'adverse', 'weather', 'urges', 'caution', 'roads']",0.358,0.642,0.0,-0.4404,2024-10,2024-10-28/2024-11-03
57,Illegal mining in Uzbekistan now punishable by up to three years imprisonment,2024-10-29,SOCIETY,"['illegal', 'mining', 'uzbekistan', 'punishable', 'three', 'years', 'imprisonment']",0.565,0.435,0.0,-0.7579,2024-10,2024-10-28/2024-11-03
65,Uzbekistan sees decline in emigration,2024-10-29,SOCIETY,"['uzbekistan', 'sees', 'decline', 'emigration']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
64,Uzbekistan and Croatia discuss strengthening bilateral ties,2024-10-29,SOCIETY,"['uzbekistan', 'croatia', 'discuss', 'strengthening', 'bilateral', 'ties']",0.0,0.61,0.39,0.4939,2024-10,2024-10-28/2024-11-03
63,Uzbekistan introduces fines for electric scooter and moped violations,2024-10-29,SOCIETY,"['uzbekistan', 'introduces', 'fines', 'electric', 'scooter', 'moped', 'violations']",0.362,0.638,0.0,-0.5267,2024-10,2024-10-28/2024-11-03
62,"Uzbekistan and Kuwait agree to increase flight frequency, boosting pilgrimage tourism",2024-10-29,SOCIETY,"['uzbekistan', 'kuwait', 'agree', 'increase', 'flight', 'frequency', 'boosting', 'pilgrimage', 'tourism']",0.0,0.455,0.545,0.7351,2024-10,2024-10-28/2024-11-03
61,Gov’t amends traffic law to dismiss camera-recorded violations if not processed in 48 hours,2024-10-29,SOCIETY,"['govt', 'amends', 'traffic', 'law', 'dismiss', 'camerarecorded', 'violations', 'processed', 'hours']",0.298,0.702,0.0,-0.5267,2024-10,2024-10-28/2024-11-03
60,Gold bar prices in Uzbekistan reach record high amid surging demand,2024-10-29,SOCIETY,"['gold', 'bar', 'prices', 'uzbekistan', 'reach', 'record', 'high', 'amid', 'surging', 'demand']",0.142,0.755,0.104,-0.1027,2024-10,2024-10-28/2024-11-03
59,Uzbekistan’s new ambassador presents credentials to the President of Pakistan,2024-10-29,SOCIETY,"['uzbekistans', 'new', 'ambassador', 'presents', 'credentials', 'president', 'pakistan']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
58,"Foreign tech giants double tax payments in Uzbekistan, exceeding 100 billion UZS",2024-10-29,SOCIETY,"['foreign', 'tech', 'giants', 'double', 'tax', 'payments', 'uzbekistan', 'exceeding', 'billion', 'uzs']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
56,Uzbekistan's border zone rules tightened: Documentation needed for extended stays,2024-10-29,SOCIETY,"['uzbekistans', 'border', 'zone', 'rules', 'tightened', 'documentation', 'needed', 'extended', 'stays']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
55,Uzbekistan sets $5.5 billion cap on external borrowing for 2025,2024-10-29,BUSINESS,"['uzbekistan', 'sets', 'billion', 'cap', 'external', 'borrowing']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
54,Uzbekistan eases license capital requirements for private employment agencies,2024-10-29,SOCIETY,"['uzbekistan', 'eases', 'license', 'capital', 'requirements', 'private', 'employment', 'agencies']",0.0,0.753,0.247,0.3182,2024-10,2024-10-28/2024-11-03
53,Uzbekistan announces 2025 state budget proposals with projected revenue and expenditure,2024-10-29,SOCIETY,"['uzbekistan', 'announces', 'state', 'budget', 'proposals', 'projected', 'revenue', 'expenditure']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
52,Uzbekistan sees 70% surge in IT service exporters over nine months,2024-10-29,SOCIETY,"['uzbekistan', 'sees', 'surge', 'service', 'exporters', 'nine', 'months']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
51,Higher Education Ministry announces additional enrollment for master's programs,2024-10-29,SOCIETY,"['higher', 'education', 'ministry', 'announces', 'additional', 'enrollment', 'masters', 'programs']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
50,European Union acknowledges advances in Uzbekistan's electoral process,2024-10-29,SOCIETY,"['european', 'union', 'acknowledges', 'advances', 'uzbekistans', 'electoral', 'process']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
49,Gas and power outages announced in Tashkent district amid cold weather,2024-10-29,SOCIETY,"['gas', 'power', 'outages', 'announced', 'tashkent', 'district', 'amid', 'cold', 'weather']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
48,Uzbekistan expands air links to India with new direct flights to Goa,2024-10-30,POLITICS,"['uzbekistan', 'expands', 'air', 'links', 'india', 'new', 'direct', 'flights', 'goa']",0.0,0.851,0.149,0.1027,2024-10,2024-10-28/2024-11-03
47,"Real income in Uzbekistan rises by 7.7% over nine months, regional income disparities widen",2024-10-30,BUSINESS,"['real', 'income', 'uzbekistan', 'rises', 'nine', 'months', 'regional', 'income', 'disparities', 'widen']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
46,Uzbekistan and Hungary strengthen customs cooperation to boost trade relations,2024-10-30,POLITICS,"['uzbekistan', 'hungary', 'strengthen', 'customs', 'cooperation', 'boost', 'trade', 'relations']",0.0,0.545,0.455,0.6124,2024-10,2024-10-28/2024-11-03
40,Uzbekistan Airways flight from Istanbul to Tashkent makes emergency landing in Ankara,2024-10-30,SOCIETY,"['uzbekistan', 'airways', 'flight', 'istanbul', 'tashkent', 'makes', 'emergency', 'landing', 'ankara']",0.245,0.755,0.0,-0.3818,2024-10,2024-10-28/2024-11-03
44,Regional Power Grids: No power cuts planned for waste collection debt,2024-10-30,POLITICS,"['regional', 'power', 'grids', 'power', 'cuts', 'planned', 'waste', 'collection', 'debt']",0.556,0.444,0.0,-0.7579,2024-10,2024-10-28/2024-11-03
43,"Uzbekistan to impose new excise tax on sugary drinks, increases on property taxes",2024-10-30,BUSINESS,"['uzbekistan', 'impose', 'new', 'excise', 'tax', 'sugary', 'drinks', 'increases', 'property', 'taxes']",0.196,0.804,0.0,-0.296,2024-10,2024-10-28/2024-11-03
42,2025 budget draft: Uzbekistan to allocate 6.6 trillion UZS for wage and pension hikes,2024-10-30,BUSINESS,"['budget', 'draft', 'uzbekistan', 'allocate', 'trillion', 'uzs', 'wage', 'pension', 'hikes']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
41,Several filling stations in Tashkent face suspension over low-quality gasoline,2024-10-30,SOCIETY,"['several', 'filling', 'stations', 'tashkent', 'face', 'suspension', 'lowquality', 'gasoline']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
45,Abbosbek Fayzullaev named Asia's Best Young Player,2024-10-30,SPORT,"['abbosbek', 'fayzullaev', 'named', 'asias', 'best', 'young', 'player']",0.0,0.588,0.412,0.6369,2024-10,2024-10-28/2024-11-03
39,Uzbekistan reduces government and local administration workforce,2024-10-30,POLITICS,"['uzbekistan', 'reduces', 'government', 'local', 'administration', 'workforce']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
37,"2025 budget: Uzbekistan plans extensive support for energy, education, and housing",2024-10-30,SOCIETY,"['budget', 'uzbekistan', 'plans', 'extensive', 'support', 'energy', 'education', 'housing']",0.0,0.556,0.444,0.5859,2024-10,2024-10-28/2024-11-03
36,Boysun residents demand urgent action as toxic gas threatens health,2024-10-30,SOCIETY,"['boysun', 'residents', 'demand', 'urgent', 'action', 'toxic', 'gas', 'threatens', 'health']",0.345,0.504,0.151,-0.3182,2024-10,2024-10-28/2024-11-03
34,"Uzbekistan sees surge in vehicle registration plate sales, generating 620 billion UZS",2024-10-30,SOCIETY,"['uzbekistan', 'sees', 'surge', 'vehicle', 'registration', 'plate', 'sales', 'generating', 'billion', 'uzs']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
33,Ministry of Economy proposes $6.5 billion cap on public-private partnership liabilities,2024-10-30,SOCIETY,"['ministry', 'economy', 'proposes', 'billion', 'cap', 'publicprivate', 'partnership', 'liabilities']",0.205,0.795,0.0,-0.2023,2024-10,2024-10-28/2024-11-03
32,"Uzbekistan’s population density shows regional imbalance, with Tashkent leading",2024-10-30,SOCIETY,"['uzbekistans', 'population', 'density', 'shows', 'regional', 'imbalance', 'tashkent', 'leading']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
38,New international university to open in Uzbekistan with Japanese Partnership,2024-10-30,POLITICS,"['new', 'international', 'university', 'open', 'uzbekistan', 'japanese', 'partnership']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
35,Humo and Uzcard join forces with India’s UPI for enhanced payment solutions,2024-10-30,SOCIETY,"['humo', 'uzcard', 'join', 'forces', 'indias', 'upi', 'enhanced', 'payment', 'solutions']",0.0,0.642,0.358,0.4404,2024-10,2024-10-28/2024-11-03
24,Customs authorities apprehend man trying to smuggle 380 million UZS worth of jewelry into Uzbekistan,2024-10-31,SOCIETY,"['customs', 'authorities', 'apprehend', 'man', 'trying', 'smuggle', 'million', 'uzs', 'worth', 'jewelry', 'uzbekistan']",0.193,0.667,0.141,-0.1779,2024-10,2024-10-28/2024-11-03
31,Uzbekistan team wins TechWomen 2024 with groundbreaking autism awareness project,2024-10-31,CULTURE,"['uzbekistan', 'team', 'wins', 'techwomen', 'groundbreaking', 'autism', 'awareness', 'project']",0.0,0.654,0.346,0.5719,2024-10,2024-10-28/2024-11-03
30,Saida Mirziyoyeva attends Fashion Trust Arabia awards ceremony in Morocco,2024-10-31,POLITICS,"['saida', 'mirziyoyeva', 'attends', 'fashion', 'trust', 'arabia', 'awards', 'ceremony', 'morocco']",0.0,0.526,0.474,0.743,2024-10,2024-10-28/2024-11-03
29,Uzbekistan and Turkmenistan to launch electronic permit system for freight transportation,2024-10-31,SOCIETY,"['uzbekistan', 'turkmenistan', 'launch', 'electronic', 'permit', 'system', 'freight', 'transportation']",0.0,1.0,0.0,0.0,2024-10,2024-10-28/2024-11-03
