Title,Date,Category
President Mirziyoyev meets Coca-Cola CEO to discuss growth projects,2024-05-15,POLITICS
President of Uzbekistan and UN Counter-Terrorism Chief discuss security cooperation,2024-05-15,POLITICS
Inflation expectations of the population surge amid rising utility prices,2024-05-15,SOCIETY
Uzbekistan's tourism outbound: Top countries revealed,2024-05-15,TOURISM
Bear shot dead in Surkhandarya for putting people's lives in danger ,2024-05-15,SOCIETY
Uzbekistan's flag flies high on Oceania's tallest volcano,2024-05-15,SOCIETY
Truck gas cylinder exploded on road in Jizzakh region,2024-05-15,SOCIETY
EBRD projects 6.5% GDP growth for Uzbekistan in 2024,2024-05-15,SOCIETY
Extremist promoting religious fanaticism sentenced to 12-year imprisonment in Fergana,2024-05-15,SOCIETY
Internal regulations of penitentiary institutions being amended ,2024-05-15,SOCIETY
Honored Artist of Uzbekistan Kengesboy Serjanov dies,2024-05-15,POLITICS
TUIT to host United Clean Coders student hackathon on May 21-23,2024-05-15,SOCIETY
Fight breaks out between school security and canteen employee in Tashkent ,2024-05-15,TECH
Cobalt car burned down in Tashkent,2024-05-15,SOCIETY
"Over 1,500 Uzbek citizens left to work in UK in 2024",2024-05-15,SOCIETY
Single Portal conducts a survey to improve its accessibility for people with disabilities,2024-05-15,POLITICS
17-year-old boy survived after falling from 5th floor in Urgench,2024-05-15,SOCIETY
Jewelers and sanatorium sector granted tax benefits,2024-05-15,SOCIETY
MIIT employee becomes deputy governor of Syrdarya region,2024-05-15,POLITICS
"Saida Mirziyoyeva and Komil Allamjonov meet with U.S. Ambassador, discuss media freedom in Uzbekistan",2024-05-14,POLITICS
Temporary shelters to be created for women facing domestic violence,2024-05-14,SOCIETY
Uzbekistan eliminates VAT on import of precious stones for jewelry making,2024-05-14,SOCIETY
Uzbekistan to enhance partnership with UN Women,2024-05-14,POLITICS
Prosecutor General’s Office investigating embezzlement at Nukus Library for Visually Impaired,2024-05-14,SOCIETY
MFA officials from Uzbekistan and France gear up for strategic agreements,2024-05-14,SOCIETY
Drivers who exceed the stop time at Tashkent-3 airport to be automatically fined,2024-05-14,SOCIETY
Uzbekistan’s MIA delegation gets acquainted with activities of Korean National Police Agency,2024-05-14,POLITICS
Updated version of Cobalt expected to go on sale from 2025,2024-05-14,BUSINESS
List of 20 largest taxpayers in Uzbekistan announced,2024-05-14,BUSINESS
Alisher Kadirov calls not to render government services to citizens who do not know Uzbek language,2024-05-14,POLITICS
Two-year-old boy who fell into a toilet rescued in Tashkent region,2024-05-14,SOCIETY
Female passenger from Uzbekistan brawls on an airliner board in Dubai,2024-05-14,SOCIETY
Road accident involving 4 cars occurs in Tashkent,2024-05-14,SOCIETY
"IICAS, representative office of French Development Agency agree to organize joint events",2024-05-14,POLITICS
Uzbekistan establishing cooperation with a prestigious international law firm,2024-05-14,POLITICS
Uzbekistan to build rare and rare earth metals plant,2024-05-14,BUSINESS
"Graduates prohibited from holding banquets in restaurants, cafés and apartments, collecting money for gifts and buying expensive clothes",2024-05-14,SOCIETY
Lost wallet with money returned to foreign tourist ,2024-05-14,SOCIETY
"Tanzila Narbaeva: Women's role expanding significantly in Uzbekistan's socio-political, economic, and cultural life",2024-05-13,SOCIETY
"Nearly 2,700 officials penalized for labor legislation violations in Uzbekistan",2024-05-13,SOCIETY
Ministry of Transport plans to launch 10 international bus routes,2024-05-13,SOCIETY
"Doc-1 Max case: Sardor Kariev's mother offers 75 billion UZS in damages, seeks son's release",2024-05-13,SOCIETY
Uzbekistan aims to boost coal production to 10 million tons by 2025,2024-05-13,POLITICS
"Uzbekistan's housing market revives in April, secondary housing prices rise",2024-05-13,SOCIETY
Testing of heating networks in center of Tashkent resulted in pipe burst,2024-05-13,SOCIETY
Kazakhstan to receive 922 million cubic meters of water from Uzbekistan during 2024 irrigation period,2024-05-13,SOCIETY
Zamin Ultra 2024: Jizzakh to host ultramarathon,2024-05-13,SOCIETY
Uzbekistan to supply Kazakhstan with over 900 million cubic meters of water for irrigation season,2024-05-13,SOCIETY
Asian Women’s Forum kicks off in Samarkand,2024-05-13,POLITICS
Chinese company plans toll road project for Termez-Dushanbe highway,2024-05-13,BUSINESS
World Bank reports increasing economic disparity in Uzbekistan,2024-05-13,BUSINESS
BYD Han driver deliberately injures a traffic policeman in Tashkent,2024-05-13,SOCIETY
"Additional ""Afrosiyob"" passenger train to be launched on Samarkand-Tashkent route",2024-05-13,SOCIETY
Garbage “disposal” in Tashkent (photos),2024-05-13,SOCIETY
Uzbekistan 5th globally for students studying abroad,2024-05-13,SOCIETY
Mild earthquake jolts Uzbekistan ,2024-05-13,SOCIETY
Saudi Arabia may establish an International School in Uzbekistan,2024-05-13,POLITICS
Five people die in Surkhandarya region after Tracker car collides with a truck,2024-05-13,SOCIETY
Over 1.5 million foreigners visited Uzbekistan in Q1,2024-05-13,TOURISM
Uzbekistan and ADB sign $3.5 billion program memorandum,2024-05-13,BUSINESS
Draft law “On election of mahalla chairman” published,2024-05-13,POLITICS
Magnus Carlsen again accepts defeat from Nodirbek Abdusattorov,2024-05-13,SPORT
Korea offers seasonal employment in agriculture to Uzbek citizens,2024-05-13,POLITICS
Qatar universities may allocate quotas for Uzbek students,2024-05-13,POLITICS
Number of flights between Uzbekistan and Kazakhstan to increase,2024-05-13,BUSINESS
"American scientist comments on air pollution in Uzbekistan, shares his recommendations to improve air quality (exclusive interview)",2024-05-11,SOCIETY
20-year-old Malibu driver hit a 45-year-old pedestrian to death in Tashkent,2024-05-11,SOCIETY
Uzbekistan remains top gold seller for second consecutive month,2024-05-11,BUSINESS
Provision of social services to victims of harassment and violence to be improved ,2024-05-11,POLITICS
Individuals involved in selling fake driver’s licenses detained in Tashkent ,2024-05-11,SOCIETY
"Uzbekistan, Ireland discussing practical steps to realize existing cooperation potential",2024-05-11,POLITICS
Gov’t to allocate $294 million for adapting agriculture to climate change,2024-05-11,BUSINESS
Uzbekistan plans to attract Russian investments worth $5 billion in 2024,2024-05-11,BUSINESS
Public order violators in Tashkent resist police officers,2024-05-11,SOCIETY
Damas runs over a first-grader in Shakhrisabz,2024-05-11,SOCIETY
Specialist installing radar at an intersection in Kibray died from electric shock,2024-05-11,SOCIETY
Abdulla Aripov congratulates Mikhail Mishustin on his confirmation as Prime Minister of Russia,2024-05-11,SOCIETY
Traffic on Kamchik pass restored ,2024-05-11,SOCIETY
Cadastral officer beaten in Tashkent region,2024-05-11,SOCIETY
Government decision to relocate Tashkent airport canceled,2024-05-10,SOCIETY
16 cases of laser targeting aircraft recorded in Uzbekistan since beginning of last year ,2024-05-10,SOCIETY
Bakhtiyor Saidov meets with Chairman of Pakistan People’s Party in Islamabad,2024-05-10,POLITICS
Hungary begins training nuclear energy specialists from Uzbekistan,2024-05-10,POLITICS
Schoolgirl gives birth in Samarkand,2024-05-10,SOCIETY
General Motors discontinues Chevrolet Malibu production ,2024-05-10,SOCIETY
Wind power plants with a total capacity of 500 MW to be built in two regions,2024-05-10,BUSINESS
Uzbekistan eyes to export its products to markets of European countries through Lithuania,2024-05-10,BUSINESS
One large leather cluster to be established in two regions of Uzbekistan,2024-05-10,POLITICS
Syrdarya regional governor presents an apartment to war veteran on behalf of president ,2024-05-10,SOCIETY
Fraudsters who promised to help with university admission detained in Tashkent ,2024-05-10,SOCIETY
Uzbekistan CEC delegation participates as international observers in parliamentary elections in India,2024-05-10,POLITICS
Pseudo-employee of Central Bank who embezzled other people's funds detained,2024-05-10,SOCIETY
Head of Bukhara regional DIA changed,2024-05-10,POLITICS
Mongolia’s president to pay a state visit to Uzbekistan ,2024-05-10,POLITICS
"Race car hit a pedestrian at high speed in Tashkent, he died",2024-05-10,SOCIETY
CB fined nine commercial banks in April,2024-05-09,POLITICS
FM Saidov meets with Prime Minister of Pakistan,2024-05-09,POLITICS
Bakhodir Sidikov becomes new head of Uzbekistan Athletics Federation ,2024-05-09,POLITICS
Tashkent to offer festive fireworks on May 9,2024-05-09,SOCIETY
Shavkat Mirziyoyev meets with Vladimir Putin,2024-05-09,POLITICS
Ministry of Foreign Affairs cautions citizens on new entry requirements for Kazakhstan and Russia,2024-05-09,POLITICS
Student who tried to set fire to Israeli embassy in Tashkent sentenced to 5-year imprisonment ,2024-05-08,SOCIETY
SSS officers detain individuals for attempting to smuggle 1.4 kg of gold out of Uzbekistan ,2024-05-08,SOCIETY
Shavkat Mirziyoyev arrives in Moscow,2024-05-08,POLITICS
Part-time education to be phased out,2024-05-08,POLITICS
Tashkent hosts XIII Regional SCO Model ,2024-05-08,POLITICS
MFA delegation to pay an official visit to Pakistan ,2024-05-08,POLITICS
Fire breaks out in capital’s Yashnabad district,2024-05-08,POLITICS
Uzbekistan’s gold and foreign exchange reserves continue to grow amid rising gold prices,2024-05-08,POLITICS
Plane flying to Chicago makes an emergency landing in Tashkent,2024-05-08,SOCIETY
Citizens of Uzbekistan detained at Delhi airport for smuggling 5 kg of gold,2024-05-08,BUSINESS
“Immunity against drug addiction” to be developed among Uzbek citizens ,2024-05-08,SOCIETY
Sports car with license plate “777” confiscated in Namangan due to its owner’s financial obligation  ,2024-05-08,SOCIETY
Uzbekistan dancer gains recognition at choreographic art “Dance-Fest Dubai-2024” competition-festival ,2024-05-08,POLITICS
StaffVirtual plans to open its office in Uzbekistan,2024-05-08,SOCIETY
Special economic zone for Hungarian and European companies to be set up in Uzbekistan,2024-05-08,CULTURE
Newly opened bridge in Karakalpakstan temporarily closed,2024-05-08,TECH
Uzbekistan airports served more than 3.1 million passengers in Q1,2024-05-07,SOCIETY
President Mirziyoyev receives credentials from newly appointed foreign ambassadors,2024-05-07,POLITICS
Bangladesh set to resume direct flights to Uzbekistan after 20-year hiatus,2024-05-07,SOCIETY
"Uzbekistan, Kyrgyzstan and Tajikistan discuss fight against terrorism and drug trafficking",2024-05-07,POLITICS
School management fired in Syrdarya after an incident related to schoolchildren,2024-05-07,SOCIETY
Supreme Court rehabilitates another 198 political prisoners convicted during repression years ,2024-05-07,POLITICS
Head of district cadastral department detained for accepting a bribe in Tashkent,2024-05-07,SOCIETY
Shavkat Mirziyoyev gets acquainted with projects in railway sector,2024-05-07,POLITICS
"3,000 Uzbek citizens to be employed in Korean automotive service industry ",2024-05-07,POLITICS
Moldova appoints a new ambassador to Uzbekistan,2024-05-07,POLITICS
Participants and disabled people of World War II to be paid 20 million soums ,2024-05-07,POLITICS
Bank employee steals 1.5 billion soums in Namangan,2024-05-07,BUSINESS
President Mirziyoyev to attend Moscow parade on May 9,2024-05-07,POLITICS
Head of “Kamolon osh” center Sadulla Saidov dies ,2024-05-07,POLITICS
Uzbekistan abolishes requirement to insure mortgage housing,2024-05-07,SOCIETY
Local resident who fell into a ravine rescued in Navoi,2024-05-06,SOCIETY
Russia starts closing en masse cafés and restaurants opened by migrants,2024-05-06,SOCIETY
Fee for temporary import of foreign cars leveled for all cars,2024-05-06,SOCIETY
Illegal Uzbek and Tajik migrants expelled from Kazakhstan,2024-05-06,SOCIETY
Customs benefits expanded for textile industry enterprises,2024-05-06,BUSINESS
OPEC Fund supports Uzbekistan's new kindergarten initiative with $20M,2024-05-06,BUSINESS
Cost of Tashkent-Andijan toll road estimated at $4.7 billion,2024-05-06,SOCIETY
Mild tremors hit Namangan region,2024-05-06,SOCIETY
Agreements worth $26.6 billion signed at Tashkent Investment Forum ,2024-05-06,BUSINESS
Uzbekistan exported textile products to 55 countries in Q1,2024-05-06,BUSINESS
Italian Arsenale to build luxury trains at Uzbekistan Railways enterprises,2024-05-06,BUSINESS
Green Card 2025 results announced,2024-05-06,SOCIETY
CAMCE to build first waste incineration power plant in Uzbekistan,2024-05-04,SOCIETY
Uzbek-Tajik demarcation commission held a meeting in Dushanbe,2024-05-04,SOCIETY
Uzbekistan intends to create around 10 brands of international level,2024-05-04,SOCIETY
Russia introduced temporary ban on sugar exports,2024-05-04,SOCIETY
Football players of Uzbekistan national team solemnly welcomed in Tashkent,2024-05-04,SPORT
“There is nothing concrete yet” – Head of Uzatom speaks about negotiations with Russia on NPP construction ,2024-05-04,SOCIETY
Man who sexually harassed his brother’s wife sentenced to 5-day imprisonment in Tashkent region,2024-05-04,BUSINESS
Road accident involving Tracker and Cobalt occurred in Tashkent,2024-05-04,SOCIETY
Traffic policemen who demanded lunch as a bribe fired in Samarkand,2024-05-04,SOCIETY
"One-year-old girl died due to a falling tree in Chilanzar district, criminal case opened ",2024-05-04,SOCIETY
"OPEC Fund, Uzbekistan ink a framework agreement worth $500 million",2024-05-04,SOCIETY
Residents to be allocated “green” mortgage loans ,2024-05-04,POLITICS
Uzbekistan eyes to intensify cooperation with leading healthcare institutions in India,2024-05-04,SOCIETY
